# Student number: TSPDemo
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,0.07031393051147461,105763.25599178384,77610.51610003959,23,15,27,22,24,6,9,18,8,11,13,19,28,3,4,5,12,1,0,2,7,17,26,25,10,14,16,20,21,
1,0.09968400001525879,102249.86464209665,73727.81541023977,16,24,23,27,22,10,6,7,11,21,18,8,13,19,3,4,5,12,1,0,2,25,28,17,14,20,9,15,26,
2,0.12409043312072754,99259.53289902663,73727.81541023977,16,24,23,27,22,10,6,7,11,21,18,8,13,19,3,4,5,12,1,0,2,25,28,17,14,20,9,15,26,
3,0.14289188385009766,96698.709456597,70612.25293516653,20,15,26,19,28,24,8,5,0,1,2,16,14,9,7,3,4,13,21,12,18,22,27,17,6,10,11,23,25,
4,0.16111445426940918,94131.41647340693,69699.92884202284,20,15,26,19,28,24,8,2,0,5,1,16,14,9,7,3,4,13,21,12,18,22,27,17,6,10,11,23,25,
5,0.16612696647644043,91116.18201478684,69699.92884202284,20,15,26,19,28,24,8,2,0,5,1,16,14,9,7,3,4,13,21,12,18,22,27,17,6,10,11,23,25,
6,0.18503427505493164,88616.3357267199,68713.57635974775,10,1,3,27,17,22,26,24,16,7,4,0,5,8,2,20,14,19,28,18,21,12,23,15,25,13,6,9,11,
7,0.20378684997558594,86490.66329189611,68409.36820687965,27,22,12,11,7,8,13,19,23,20,9,10,1,5,6,14,24,28,3,4,0,2,26,15,25,18,16,17,21,
8,0.22210001945495605,84521.38360536737,59861.74590797695,15,6,8,11,28,3,4,5,1,0,2,7,10,16,24,26,23,19,25,14,9,17,20,21,12,13,27,18,22,
9,0.22706007957458496,81840.41116688933,59861.74590797695,15,6,8,11,28,3,4,5,1,0,2,7,10,16,24,26,23,19,25,14,9,17,20,21,12,13,27,18,22,
10,0.23606610298156738,79100.2405991162,59861.74590797695,15,24,16,14,25,19,0,1,5,4,3,28,11,8,6,26,23,2,7,10,9,17,20,21,12,13,27,18,22,
11,0.2407681941986084,76608.06529134886,59861.74590797695,15,24,16,14,25,19,0,1,5,4,3,28,11,8,6,26,23,2,7,10,9,17,20,21,12,13,27,18,22,
12,0.2629082202911377,75719.1071993047,56004.21193946173,0,3,11,10,12,27,28,17,20,25,22,26,23,24,18,13,16,19,21,14,6,15,8,9,2,7,4,1,5,
13,0.2799699306488037,75146.25733516214,56004.21193946173,0,3,11,10,12,27,28,17,20,25,22,26,23,24,18,13,16,19,21,14,6,15,8,9,2,7,4,1,5,
14,0.284820556640625,73286.93725914373,56004.21193946173,0,3,11,10,12,27,28,17,20,25,22,26,23,24,18,13,16,19,21,14,6,15,8,9,2,7,4,1,5,
15,0.3019685745239258,72752.1735188407,56004.21193946173,0,3,11,10,12,27,28,17,20,25,22,26,23,24,18,13,16,19,21,14,6,15,8,9,2,7,4,1,5,
16,0.3192160129547119,72205.46140028305,56004.21193946173,0,3,11,10,12,27,28,17,20,25,22,26,23,24,18,13,16,19,21,14,6,15,8,9,2,7,4,1,5,
